****ClusterId 95 
95	spyo	spyo	0	0.054025290526	0.216101162104	0.486227614734	0.864404648416	1.35063226315	1.944910458936	2.647239235774	3.457618593664	4.376048532606	5.4025290526	
95	spyo	bhal	0.0905734133999999	0.083109839926	0.183696847504	0.392334436134	0.709022605816	1.13376135655	1.666550688336	2.307390601174	3.056281095064	3.913222170006	4.878213826	
95	spyo	spneu	0.0024701606	0.060969357206	0.227519134864	0.502119493574	0.884770433336	1.37547195415	1.974224056016	2.681026738934	3.495880002904	4.418783847926	5.449738274	
95	spyo	mtub_cdc	1.2759518472	1.443256885366	1.718612504584	2.102018704854	2.593475486176	3.19298284855	3.900540791976	4.716149316454	5.639808421984	6.671518108566	7.8112783762	
95	spyo	sent	1.3481659372	1.211838047046	1.183560737944	1.263334009894	1.451157862896	1.74703229695	2.150957312056	2.662932908214	3.282959085424	4.011035843686	4.847163183	
95	spyo	styp	1.3500385756	1.211023615126	1.180059235704	1.257145437334	1.442282220016	1.73546958375	2.136707528536	2.645996054374	3.263335161264	3.988724849206	4.8221651182	
95	spyo	paer	0.8418326286	0.788775232926	0.843768418304	1.006812184734	1.277906532216	1.65705146075	2.144246970336	2.739493060974	3.442789732664	4.254136985406	5.1735348192	
95	spyo	nmenA	0.9615853238	0.954620138166	1.055705533584	1.264841510054	1.582028067576	2.00726520615	2.540552925776	3.181891226454	3.931280108184	4.788719570966	5.7542096148	
95	spyo	uure	1.4095197724	1.902404180686	2.503339170024	3.212324740414	4.029360891856	4.95444762435	5.987584937896	7.128772832494	8.378011308144	9.735300364846	11.2006400026	
95	spyo	hinf	1.2117123204	1.098045153766	1.092428568184	1.194862563654	1.405347140176	1.72388229775	2.150468036376	2.685104356054	3.327791256784	4.078528738566	4.9373168014	
95	spyo	vcho	1.1134712428	1.007210994126	1.009001326504	1.118842239934	1.336733734416	1.66267580995	2.096668466536	2.638711704174	3.288805522864	4.046949922606	4.9131449034	
95	spyo	pmul	1.2156485748	1.093737976566	1.079877959384	1.174068523254	1.376309668176	1.68660139415	2.104943701176	2.631336589254	3.265780058384	4.008274108566	4.8588187398	
95	spyo	rsol	0.8479157292	0.849626444286	0.959387740424	1.177199617614	1.503062075856	1.93697511515	2.478938735496	3.128952936894	3.887017719344	4.753133082846	5.7272990274	
95	spyo	aero	15.6433690678	17.183545442686	18.831772398624	20.588049935614	22.452378053656	24.42475675275	26.505186032896	28.693665894094	30.990196336344	33.394777359646	35.907408964	
95	spyo	bbur	0.8825410662	1.220148498926	1.665806512704	2.219515107534	2.881274283416	3.65108404035	4.528944378336	5.514855297374	6.608816797464	7.810828878606	9.1208915408	
95	spyo	hbsp	17.3575730382	18.976053909486	20.702585361824	22.537167395214	24.479800009656	26.53048320515	28.689216981696	30.956001339294	33.330836277944	35.813721797646	38.4046578984	
95	spyo	mlep	1.342490943	1.550361450486	1.866282539024	2.290254208614	2.822276459256	3.46234929095	4.210472703696	5.066646697494	6.030871272344	7.103146428246	8.2834721652	
